ms,ms_name,country,state_or_province,loc_wkt,group_id
https://minmod.isi.edu/resource/mineral_site27c28807969d5a80a087daba6f3d58d39352cdabd0eeab578003bd338538dd56,Dernan Property,United States,Nevada,POINT (-117.25036 41.18071),4.0
https://minmod.isi.edu/resource/mineral_sitee56953494a4b06ad3276bcf9024f0aba4ab653354fe380e9973841e5d1b0dd12,Ernest Henry,Australia,Queensland,POINT (140.68216 -20.39677),2816.0
https://minmod.isi.edu/resource/mineral_sitecec6039d6d04ff6184eab5b83688447bdad4c0070b739ed4be4274cbd96e826c,Von Frank - North,United States,Alaska,POINT (-154.35597 63.5445),4399.0
https://minmod.isi.edu/resource/mineral_siteb8e837c89e910f908ca72c23adc9a48678a0f52250d5aa9b0a50db50d5c3a598,Buick Mine,United States,Missouri,POINT (-91.12263 37.60586),2829.0
https://minmod.isi.edu/resource/mineral_site01697098bb1d993054e8d4c93057377bca835e12436b0b0378e19d5adfa0bdd7,Meadow Creek Placer,United States,Idaho,POINT (-115.13127 46.9032),4403.0
https://minmod.isi.edu/resource/mineral_site787588737f8ccf3d34cff373ed4262fd2abdad71882cdf298e33ad27153158bb,Valley View and Foothill Claim,United States,Nevada,POINT (-117.22149 39.02798),2825.0
https://minmod.isi.edu/resource/mineral_site17c3030c7ac07417bb2b242c0cdc386db3e85dd3e7ae2c216eced70094fe16b9,Nepoui Mining District,France,Territory of New Caledonia and Dependencies,POINT (164.71523 -21.3136),2824.0
https://minmod.isi.edu/resource/mineral_site5eb44b813e3f5716f2046f39acc4e602fa82759263ca78f8d29661b0be432f6c,Apache Manganese Mine,United States,Arizona,POINT (-110.69569 33.79368),2822.0
https://minmod.isi.edu/resource/mineral_sitef742be8162d2d3530276cecb4040539a51af60133cb1926b3d990f6b8d7c64ac,Smith Lake,United States,Alaska,POINT (-153.74084 62.32748),4404.0
https://minmod.isi.edu/resource/mineral_sitea7f2c62bcd3cfc8bcd1aaebac3c72604dca04dbbdb360fd0d5957a47b4cd0455,Belilel Claims,United States,Idaho,POINT (-114.3097 45.13066),4405.0
https://minmod.isi.edu/resource/mineral_site9f8b456f0a9da4aba3b010ae527e24c7d79ca3e76eb538fdf89adbde59b31da9,Apex 1-12,United States,Alaska,POINT (-148.34612 65.42887),2817.0
https://minmod.isi.edu/resource/mineral_site50b2f53d153747bcc5b69ddee6a8a5bd23ac436df78cb289b2375d7829b513da,Cornwall Mine and Pellet Plant,United States,Pennsylvania,POINT (-76.4033 40.2694),2815.0
https://minmod.isi.edu/resource/mineral_site1be1e3a17702e6dfc7b1c80a386d38510f331c557a1008c9c0afd0f0288e7f5f,Tin-Midway,United States,Alaska,POINT (-153.65284 62.41948),2832.0
https://minmod.isi.edu/resource/mineral_site3c39ea02ab2d00a03a82cf14870ab4c3ac4b407c053a851d1147743831dd21dd,Honolulu Hawaii Giant,United States,Nevada,POINT (-117.52956 40.82549),4408.0
https://minmod.isi.edu/resource/mineral_site02c098d5c3406a4ad82b8fcf0262b92c2ca468e90585fbad854f86b4d794bdae,Barrett,United States,Alaska,POINT (-150.74475 65.03041),4411.0
https://minmod.isi.edu/resource/mineral_site4f127e3b369f45be1a6915bc25e4c7e8916fc2481c5cdfbb7439a0042385d30c,"Copperfield Mining Cobalt Deposit, Canada",Canada,Quebec,POINT (-71.06607 48.43329),2812.0
https://minmod.isi.edu/resource/mineral_site079dbef12e0259dead5f8a0679f4cfe3e1335af76011942baa5f1336a78b7dc2,Bonanza Copper Tunnels,United States,Idaho,POINT (-114.36622 45.18219),2811.0
https://minmod.isi.edu/resource/mineral_sitec2c45b3d08d4b645cc860d01f3b09ba631021b3dbc5ee121def870585f287453,Madeline #2,United States,Colorado,POINT (-106.35728 38.90583),2810.0
https://minmod.isi.edu/resource/mineral_sited385c30d5a25131a332db82ec85ff0b7761fe5ea5519cb682d30a1b668bd18e9,Sixmile Copper,United States,Oregon,POINT (-123.73146 42.30452),4412.0
https://minmod.isi.edu/resource/mineral_site03e11370ff512d0e310ca37ceafe3fdcbe8717ef0e6a7414963843b6f62b8137,Jatun Orcko Mine,Bolivia,Potosi,POINT (-65.54943 -20.6309),4416.0
https://minmod.isi.edu/resource/mineral_site713088311773234b3e7cf5c0a740e8ed2875672e6696dfc5cc98f69d54f9a40d,Axis Lake Deposit,Canada,Saskatchewan,POINT (-105.99813 59.34649),4419.0
https://minmod.isi.edu/resource/mineral_site57fbdd2ce4d22d2f7dc0677834420dbf7d0a4a15f570ef132caac7b6fd28c8a2,Keystone Mining District,United States,Wyoming,POINT (-106.25 41.17),4423.0
https://minmod.isi.edu/resource/mineral_site93fd414f249566478be273e64d2dd82c78efbc305a9b537b540d5102e6a35bf3,Copper City Group,United States,Oregon,POINT (-124.05057 42.40232),4396.0
https://minmod.isi.edu/resource/mineral_site4be93a5ee34e7f7ed6283dbab6853d408f827340f597d4c0f962bac2567751ae,Thompson Nickel Mine-Canada,Canada,Manitoba,POINT (-97.86715 55.76674),2833.0
https://minmod.isi.edu/resource/mineral_site16c0c97bd1d5eec6e477607b3f3ad7d1b736a0b991ea9e79ffce5da6de154ee2,"NI 43-101 Technical Report for the Mouat-Nye Basin Project in Montana, United States dated May 2009",United States,Montana,"MULTIPOINT(-110.45 45.40,-109.7667 45.6667)",2804.0
https://minmod.isi.edu/resource/mineral_sitebee3230bc1321bf3c21e2e908aa082b9397b883f9946aacfc037c1b405bc2d8f,Big Mike Copper Mine,United States,Nevada,POINT (-117.5603 40.5433),4384.0
https://minmod.isi.edu/resource/mineral_site3d38440386feae10546cdf7e1968b0a654a90928ba7be99519d60e2e5496ef7f,El Boleo,Mexico,Baja California Sur,POINT (-112.30069 27.2836),4372.0
https://minmod.isi.edu/resource/mineral_site284c368eea47498c09deb18ea322bfe6e5799cdbcb06c659d9aac355cb35fdf6,Ore Knob Mine,United States,North Carolina,POINT (-81.32762 36.39948),4377.0
https://minmod.isi.edu/resource/mineral_site53bdd6f56143bc985a0e96e53aa5139dde4160d11ef481b4a45185347c3e5d1a,Sithylemenkat Lake,United States,Alaska,POINT (-151.4154 66.13243),4378.0
https://minmod.isi.edu/resource/mineral_site54f7d9f0119fd6f3fb42a800622837fe132eee6e78c8d401323aeba7f8cb1cf6,Gorman Prospects,United States,Alabama,POINT (-85.43385 34.02124),4379.0
https://minmod.isi.edu/resource/mineral_site711ff38927201d346c630a1d020a25f709259cab6f96bc4cfb5dace5b94c89b3,Unnamed (west of lower Nabesna Glacier),United States,Alaska,POINT (-142.92365 62.14858),2860.0
https://minmod.isi.edu/resource/mineral_siteff7ef25701e6fad2b1321658e26cec7a4bcfb5516f25f789890a4e374dcb4aea,Kipoi Central,Congo (Kinshasa),Katanga,POINT (27.0948 -11.2551),4380.0
https://minmod.isi.edu/resource/mineral_site50035b90ed64f5f5168297985c00b25438ca7ec73ff8845776cdad57fa5fdc30,Sukinda,India,Orissa,POINT (85.66689 21.49949),4381.0
https://minmod.isi.edu/resource/mineral_site04273e6b2f7bcce4e0b3a38d3116fd82e9fcd60f3deaa90acc797708080d27a2,Sleeper Mine,United States,Nevada,POINT (-118.0524 41.3338),4382.0
https://minmod.isi.edu/resource/mineral_site4840a59370debf55a1f48b8327597a94ec774c17297ddc16fa01c16223f5bd22,Newman and Afton Groups Mines,United States,Utah,POINT (-111.67662 40.64244),2854.0
https://minmod.isi.edu/resource/mineral_siteb7ceed673d258736d79115e62b032bec1c6af165c5c031a9cc74f977a014287f,Kinsevere,Congo (Kinshasa),Katanga,POINT (27.5872 -11.3694),2851.0
https://minmod.isi.edu/resource/mineral_sitecae931184596eec4d06ae0b8d05a1007c99b1a4cd62ef0c785c5ceb1f89a60a0,Hogpen Hollow Prospect,United States,Virginia,POINT (-79.17785 37.89565),2834.0
https://minmod.isi.edu/resource/mineral_sitee18e98a828b7574540003544afb6257d7af079464bc88d8d503bc8cfb754a197,Co Ni Prospect,United States,Washington,POINT (-118.09331 48.09985),2847.0
https://minmod.isi.edu/resource/mineral_sited8f87d6be1937f75dbb249c0ecb6558f77b9b0a0358e528307d43a03c873ee55,Wallingford Prospect,United States,Kentucky,POINT (-88.05063 37.33817),2846.0
https://minmod.isi.edu/resource/mineral_siteaa7873441ac8ee8fd8e3ee18d079fb267cfc169fc0e5b7c1c780c9e7bd943e9b,Casey & Bach Claim,United States,California,POINT (-120.69541 38.30211),2845.0
https://minmod.isi.edu/resource/mineral_site1135dd08b30e5df4c43d2a093d04b9c61ba769cea40ac3ae7d7735dc279d8322,La India,Nicaragua,Leon,POINT (-86.29998 12.75095),4390.0
https://minmod.isi.edu/resource/mineral_site22468378e72ceb6ea2ef66d55fabe2b05476f277a54bbe8698447abb57c64e9e,"NI 43-101 Technical Report for the Northmet Project in Minnesota, United States dated September 2007",USA,Minnesota,POINT(-91.9667 47.6),4392.0
https://minmod.isi.edu/resource/mineral_sited0d8c6bdd63ef3830fe3681e743499f4a64f3d4cf58c8193e5f8e4987397a5fa,Mutoshi,Congo (Kinshasa),Katanga,POINT (25.5338 -10.6782),2838.0
https://minmod.isi.edu/resource/mineral_site0af55a5e9618d6e1e923b322226af97a0c6dc4d567542628b927832d21f94dd0,Zhongtiaoshan Copper Mine,China,Shanxi [Shansi],POINT (111.64943 35.31518),2802.0
https://minmod.isi.edu/resource/mineral_site7cfb6312fea8856344066f36f75f3553946248f6445c5e455869f70d20c4ffc5,Blackbird Mine,United States,Idaho,POINT (-114.3418 45.11692),4789.0
https://minmod.isi.edu/resource/mineral_site3b2b2423d713c9adb38d984cd43bbbcfefdfd4f57416c38393c7d8a27d7578e8,Oriente and Camaguey Provinces,Cuba,Camaguey,POINT (-75.26638 20.50058),4463.0
https://minmod.isi.edu/resource/mineral_site47d4c8dc8202c35a69a2613cb353ece8097dbc303aa76bde7623b5715e1219b7,Wolverine Chromite,United States,Alaska,POINT (-148.63595 61.62207),4447.0
https://minmod.isi.edu/resource/mineral_site3f763764f82efdd6028193b07e9aa2b4aa22931745503672727003583cba5288,Mine La Motte Group,United States,Missouri,POINT (-90.2737 37.61196),2762.0
https://minmod.isi.edu/resource/mineral_site579aedbd8e56578b66309c6b2f823802e8b1fe6bbee4abb4a1fdec7fe0068b4c,Henson Shaft Number Two,United States,Missouri,POINT (-90.45841 37.56197),4452.0
https://minmod.isi.edu/resource/mineral_site1d5b17dae9b8b8833b7db5eea31c8721ad498d7d5a7337a4c416979bfcea704c,Soab Mine,Canada,Manitoba,POINT (-90.40794 55.23538),4455.0
https://minmod.isi.edu/resource/mineral_siteab579efb2c328899b7ce943149e7cfcc21e8afa40db267368e018c70496a8462,Copper Mtn. Group,United States,Oregon,POINT (-118.69328 44.55568),2758.0
https://minmod.isi.edu/resource/mineral_site4f585fdd3dac17832b5500892946716e5294e054ccba75bd35d27299cf8c2209,Gte Prdts Corp--Towanda Plant,United States,Pennsylvania,POINT (-76.44434 41.7686),2757.0
https://minmod.isi.edu/resource/mineral_sitea3def76af532ad9b26cd18942cf7ae5a8c4eb755941189771f5fc6fa2e1cb741,Mount Torry Mine Lyndhurst-Vesuv,United States,Virginia,POINT (-78.98724 37.95195),2755.0
https://minmod.isi.edu/resource/mineral_sitea13160eae7beae88f2dff6bbf553db073499b18539b6b9d3e52a15a5b8cd94f7,Mindola - Nkana,Zambia,Copperbelt,POINT (28.1908 -12.8233),4459.0
https://minmod.isi.edu/resource/mineral_site414387e7100ccfbab7e551a588bbdfd90363d4f1af7199ea96fb7abb90b1c03c,Black Republican,United States,Washington,POINT (-120.68308 47.61762),4462.0
https://minmod.isi.edu/resource/mineral_sitea06ca5ef63c04924aeccf7025ef180dcbc0acb1cddde138b1c70bc7a0320ce2f,Lela North-2,United States,Oklahoma,POINT (-96.69832 36.32242),2744.0
https://minmod.isi.edu/resource/mineral_site89cf6d94e1069ef364d574fda21a1d1161fd5f813aa1e32104fd03126dd7113b,Shinkolobwe,Congo (Kinshasa),Katanga,POINT (26.91801 -10.99751),2765.0
https://minmod.isi.edu/resource/mineral_site2b7ed4a2647239d2bbf7a4d432d4701c7c7aba262514947cfe99544819fbfae3,Quartz Claim,United States,Nevada,POINT (-114.05941 36.3294),4466.0
https://minmod.isi.edu/resource/mineral_sitef7b7d79b83994ba9af39981b23c49a32694f920ebe6b6f8b36e6b825cd627365,Last Chance Group,United States,Oregon,POINT (-118.70078 44.59402),4467.0
https://minmod.isi.edu/resource/mineral_sitee9574e92e72fd4b00612d513fc173a2f51aa664f2066bb6ea35de4b613c3af9d,Brejo Seco,Brazil,Piaui,POINT (-41.97814 -8.48962),4468.0
https://minmod.isi.edu/resource/mineral_site14d56b79b3e62f342a46f1b9a601aeda0dfe5d2f53f55dee263457ad2e08ea72,Monte Cristo Mine,United States,Arizona,POINT (-112.58325 34.06506),2739.0
https://minmod.isi.edu/resource/mineral_sitee2c86ade960ef02b6342f40946963ccad37abd468bc452ed1567ddc8d537dfad,Snipe Bay Prospect,United States,Alaska,POINT (-134.96498 56.43443),4475.0
https://minmod.isi.edu/resource/mineral_site61b901c40f9bfd3803d05145b7b68bfdd4ce6bcf3bd7b1128d7de837d118740b,Broxson Gulch Ultramafic,United States,Alaska,POINT (-146.08464 63.34406),4476.0
https://minmod.isi.edu/resource/mineral_sitec7dda2115bf3b3970f430f0b6df7a3c821f96c7c28355c536d301b3bb350a39c,"Bornite, Ruby Creek",United States,Alaska,POINT (-156.9504 67.0626),4479.0
https://minmod.isi.edu/resource/mineral_sitee928bc6a743caae0c6f0bd9ff464b544366117c100d5da01b498bc3f062ae41c,Tenke Fungurume,Congo (Kinshasa),Katanga,POINT (26.1533 -10.58),2735.0
https://minmod.isi.edu/resource/mineral_siteda7a2d4f0b1166135d097df4650913dfdd505e31a03605e570abdb8d0efa2473,Copper Mountain,United States,Alaska,POINT (-146.59854 60.89659),2734.0
https://minmod.isi.edu/resource/mineral_site5608a1b971df48b2e3d02bc519f0048abb971d8f82cd45d7c860567b77c49751,Blackrock No. 4 Prospect,United States,Idaho,POINT (-114.36343 45.16488),4445.0
https://minmod.isi.edu/resource/mineral_site61e9b3511cdeb2612f09c0b7df7da86dc9dab8dc95ea4260bbea9ba6485e6c0a,Ferney Gulch Mine,United States,Wyoming,POINT (-110.79167 42.35),2766.0
https://minmod.isi.edu/resource/mineral_site907951711fa9716b347709e9ef5d7d1722a381a83dbd6a8bc21464db0a75af30,Lalachang Copper Deposit,China,Sichuan [Szechwan],POINT (101.96165 26.1924),4425.0
https://minmod.isi.edu/resource/mineral_sitea426687cf1b6004bcd3f97bf495d1d122fc2fa2ce2ea24316eefcd24e3cc91eb,Manganese Workings No. 5,United States,Virginia,POINT (-81.03561 36.89037),2786.0
https://minmod.isi.edu/resource/mineral_site3fee542e678a0d4e51846ba0927b933d6cb07eacf8fcd1fd0b1ee93e0aba7ae3,Tupungato,Argentina,Mendoza,POINT (-69.48281 -33.36413),4427.0
https://minmod.isi.edu/resource/mineral_sitee3532093f80e52adc8b14b2c0a2406dd7600421805a93c8ee7ea62555e03c4c6,Gramlich Minerals Inc,United States,Idaho,POINT (-114.09783 45.48019),4429.0
https://minmod.isi.edu/resource/mineral_site99a1720243e323396626a5b9a263f1cdba9fd230feb2d2608ad39a9a9fe7f2f1,Silver Bluff,United States,South Carolina,POINT (-81.85484 33.31205),4430.0
https://minmod.isi.edu/resource/mineral_site401b089890448e499e22467ce13be524217879bbf99ba538f74d124d004b2aaf,Unnamed Arsenic & Cobalt,United States,Montana,POINT (-114.78928 47.34678),4433.0
https://minmod.isi.edu/resource/mineral_sitea122582bed4deb43910a9d34f5f58e1a10a43274330eb432447d8d7f942e1ee4,Canala-Bogota Mining District,France,Territory of New Caledonia and Dependencies,POINT (166.19852 -21.51361),4434.0
https://minmod.isi.edu/resource/mineral_site47750c5704beae97d90fad17a0552b8bd129bb868eb9087e3b61829aee689920,"Stange, Arms, Dismal Creek",United States,Virginia,POINT (-80.91647 37.20035),4435.0
https://minmod.isi.edu/resource/mineral_sitefd40c1423485aeb1ea8175e7a2f959311b346dddcab1ae6950c9d05484a6eb63,Dickey Copper Co.,United States,Alaska,POINT (-146.41833 60.76379),2789.0
https://minmod.isi.edu/resource/mineral_sitee343839b30858e75cdb85dbebd7828ee4693a1b58c5a404a5a82159939aad435,Blackrock Prospect,United States,Idaho,POINT (-114.37533 45.15908),4436.0
https://minmod.isi.edu/resource/mineral_site06f986ab93cedadff4da3513c76aa355255f9d20f71da8d97dfc49593dee7b0d,Le Blondeau,United States,Alaska,POINT (-136.24212 59.25974),2787.0
https://minmod.isi.edu/resource/mineral_sitef5abb938eab71ac5b6de8ae6508535294a3f242a7889aa98e8083082de4bbafd,Revelle Prospect,United States,Missouri,POINT (-90.2768 37.46897),2785.0
https://minmod.isi.edu/resource/mineral_site000193f1607794a5ee9ae24a72588552c5d43946b55a4eec7c8df3615fc0e110,Mineral Hill Mine,United States,Maryland,POINT (-76.92997 39.43813),2769.0
https://minmod.isi.edu/resource/mineral_site9f13790252701f5d9fecd21b29d1feb5ed1e818cd7801d6e6ccd6ecb2e2f02eb,Yandell Mines,United States,Kentucky,POINT (-88.15503 37.21257),2783.0
https://minmod.isi.edu/resource/mineral_sitef34fa3f1f20817d02f073a8893762c48ab5b004b6a3c4bf90d9fb77baa2066cf,Unnamed Prospect,United States,Alabama,POINT (-85.61662 33.96681),2782.0
https://minmod.isi.edu/resource/mineral_site79a352bba570a0547f875d3c1aca16a80749f6d69b6f12ec4a0132157ac8d0ca,Aubuchen Shafts,United States,Missouri,POINT (-90.4445 37.48367),2781.0
https://minmod.isi.edu/resource/mineral_site4b1f7ade6aabc10abdc639b88aeacbba14685a2ef6c7ee97a15b8d5c175c1597,Greasy Cove,United States,Alabama,POINT (-86.21664 34.00015),4438.0
https://minmod.isi.edu/resource/mineral_site74d85eae252649b42df1c8159a3d25fc6919eb6c64b6521f3a880c57968f97af,Bunker Hill Mine,United States,Idaho,POINT (-116.13913 47.53377),4439.0
https://minmod.isi.edu/resource/mineral_siteacd324602972d2bdf47144bb73bb6e901b81adeed6d5d9d22d9beb19c305bd77,Church Mountain Mine,United States,Virginia,POINT (-78.62473 38.40834),2776.0
https://minmod.isi.edu/resource/mineral_site05c398a92bfbada8e15f74612f2022e6f07b81aef20ca13376088524b78f7db3,Dunka Road,United States,Minnesota,POINT (-91.9004 47.6656),4442.0
https://minmod.isi.edu/resource/mineral_site5fcb22e1c1b48673c07c4d6d4f8883a79e8b3aa794b282db029a02c8e879f820,Unknown Name,Ecuador,El Oro,POINT (-79.51648 -3.33158),4443.0
https://minmod.isi.edu/resource/mineral_site3a6ad6eb5f8a01fea63225cdb3b2f8ebfa316a47cb1ec3ad2e5dc3015a2f45ea,(Facility) Metcoa Smelter & Ref.--New Castle,United States,Pennsylvania,POINT (-80.43228 41.11361),4444.0
https://minmod.isi.edu/resource/mineral_site7b2806288276508fb6046fbaab5e9114018b59f8156a38b010eb13f56e461cb7,Lala Copper/Polymetallic Mine,China,Sichuan [Szechwan],POINT (102.24974 26.68236),4371.0
https://minmod.isi.edu/resource/mineral_site29170308f0724c31a77602986b72f479342fc05b9622faa2c2f9de3ef57ea4c6,Mineral Hill,United States,Maryland,POINT (-76.93161 39.43753),4368.0
https://minmod.isi.edu/resource/mineral_site070685e5ffeef9183fd7263db6bd1e68434bac1999de9ee2889af07224e4783b,Tropa Pete,Argentina,Jujuy,POINT (-67.08279 -23.58085),2871.0
https://minmod.isi.edu/resource/mineral_site44a291cfc7140525cf3323fa4f6131e48875a65fd25535ba727e8f0850042a31,Mar John Mines Co.,United States,California,POINT (-120.54851 38.18685),2955.0
https://minmod.isi.edu/resource/mineral_sited4738cab269963747be7e3a650565dc2a3a1f0b59a109fcfd1d1e6b64d386ecc,KOV,Congo (Kinshasa),Katanga,POINT (25.4185 -10.7134),4269.0
https://minmod.isi.edu/resource/mineral_sitee23e9fa5fc3af001ba15e78f81ee7de27be22b1a9fa41df984c3bc155ca4ea48,Chamberlain Bay,United States,Alaska,POINT (-147.18035 60.87268),4272.0
https://minmod.isi.edu/resource/mineral_site64ae0f5ff385c7917e9b46e9c9ad9298b78032a7657a541b256c242f9010536d,M.L. Harrison Tract,United States,Virginia,POINT (-80.99261 37.27867),2963.0
https://minmod.isi.edu/resource/mineral_site0f1ffbe55e7045a8cd284ae84356b8e8b2da851d2439f179bd1fc381fc1f59e2,Casey & Bach Claim,United States,California,POINT (-120.69879 38.29713),2962.0
https://minmod.isi.edu/resource/mineral_sitec2e7b747a311ce297a560406779cc5282216a40fc10e5825ce9b97aacf364ac6,Leadwood Mine,United States,Missouri,POINT (-90.60201 37.85926),2961.0
https://minmod.isi.edu/resource/mineral_site753fe53626fa251b810efa4aaae79e244d59f45589d46da2dcd1ccb4485cb76a,"American Eagle, Horace Porter, Luona",United States,Colorado,POINT (-106.87673 38.99221),2959.0
https://minmod.isi.edu/resource/mineral_site5120f2c6b2abd70d87d1799184f84939ac470150f183d311431b0b8259f76df3,Walker Prospect,United States,Arizona,POINT (-112.17768 34.61588),2958.0
https://minmod.isi.edu/resource/mineral_sitef25c809fdff8e8ac085b32808ffd5ba8e35425827d72ba0348ef85b25d611a6b,Queen Inlet,United States,Alaska,POINT (-136.51881 58.90663),2957.0
https://minmod.isi.edu/resource/mineral_site706527c1d89d4c8f4541b5ff3a2c9293a9bd03d29ea1b33ac383471a7f865abf,Premier Mine,United States,Nevada,POINT (-119.81489 39.15907),2956.0
https://minmod.isi.edu/resource/mineral_siteadf1ea4fe6bb7ae0f286b2a32df3b792247174e083f4a94ca231c0dbc5ed32ee,Cook Mine,United States,Alabama,POINT (-86.33331 34.06125),4276.0
https://minmod.isi.edu/resource/mineral_site12aee426a94b65c6db396e3e962f901f282b35dca8a1cf2cfae7d245a79ddfa7,Copper Mountain Prospect,United States,Alaska,POINT (-146.60504 60.89679),2969.0
https://minmod.isi.edu/resource/mineral_site817917cfbf72b2a0c690ade848229c531c65d12999e63c162d47c174b972fc98,Villa Rica,United States,Georgia,POINT (-84.88323 33.76904),4279.0
https://minmod.isi.edu/resource/mineral_site2749ba493a1aa93affcd8843967fcd6d195d83c8e8a50286b58fd38be3542d59,Pthomigan Claims,United States,Washington,POINT (-120.71181 48.77592),4283.0
https://minmod.isi.edu/resource/mineral_site08481adf1cc95cdde153bc8ca9080d884be2bbf8293fa9a643f99ff25e583930,Highline Mine,United States,Nevada,POINT (-115.55144 35.8314),4286.0
https://minmod.isi.edu/resource/mineral_site8b86deddda043045493650da5cdfd883f57023dcdf87535b4282f77750e23bf6,Copper City Prospects,United States,Oregon,POINT (-124.05061 42.40232),4287.0
https://minmod.isi.edu/resource/mineral_siteb325c7b624e4665000c367208840640bd68ef6d42c1c777a614d3ee3e096bd20,Mount Andrews Magnetite,United States,Alaska,POINT (-132.3018 55.51643),4288.0
https://minmod.isi.edu/resource/mineral_sitede1a4efb991533819a8df4d0c2c087ece5a489b7e26b18b2bc97d0cdf6782494,Puma,Brazil,Para,POINT (-51.08248 -6.40168),4289.0
https://minmod.isi.edu/resource/mineral_sitec624238861ea37d87a970126e0d21e68ed2c73e347f809230d2db75120c3c0cb,Laguna Hedionda Sur,Bolivia,Potosi,POINT (-67.3828 -22.4531),2945.0
https://minmod.isi.edu/resource/mineral_site13b110a648d575943c3f17bc6a70ef02108648d92930c2f17e1e76daa5c2fc96,La Bajada Mine,United States,New Mexico,POINT (-106.20808 35.5495),4292.0
https://minmod.isi.edu/resource/mineral_site74744f9cf907e83d19e8593bb39fbf46d7f07c1a3497ce80368c10ca388726a7,Woodcock Mountain,United States,Oregon,POINT (-123.70309 42.13899),4297.0
https://minmod.isi.edu/resource/mineral_site9200b0ec41238a15f93d6758eb9b73dc5e6ffecb5cd708f07865dda48fa1894d,Leighton-Gentry Mine,United States,Wyoming,POINT (-107.09122 42.20995),4267.0
https://minmod.isi.edu/resource/mineral_site8ffc8ad51bd216d8230c8ae095f01325bd776eff1900a393fa38164cf8485532,Quartzburg,United States,Oregon,POINT (-118.67855 44.54346),4263.0
https://minmod.isi.edu/resource/mineral_siteaaf81dd7a89ecab30508ba55ac718342280f9b825af6095b30ce9d99dfc06d99,Gem Park District,United States,Colorado,POINT (-105.54697 38.26834),2873.0
https://minmod.isi.edu/resource/mineral_sitec5adae67c8a210dd9c7ecf2ae6b507595a3c8ac6e459bd1faa0bcdb708e58d61,Bowser Creek-Main,United States,Alaska,POINT (-153.70282 62.17948),4240.0
https://minmod.isi.edu/resource/mineral_siteefdd3751e960c105bd55c10dd20cfcfbcea54632cc48596243c0093eda73e42c,(Facility) Goslar Smelter,Germany,Niedersachsen,POINT (10.41901 51.91545),4228.0
https://minmod.isi.edu/resource/mineral_sitef6bb70c0881d28d5b5e4b8dfc2a283cf4267263b50f6f6f0f73cbfb14353c5c5,Kambalda Mine,Australia,Western Australia,POINT (122.00251 -31.18776),3000.0
https://minmod.isi.edu/resource/mineral_siteadcff3dfa0a24862fd232d5cdd02bd8ee9787ff6fa60609cf802e773a96f1d2e,Twin Lake,Canada,Quebec,POINT (-69.91582 60.09735),4231.0
https://minmod.isi.edu/resource/mineral_siteb790600e308c661025be1a1c48403bf616ab78450563497accaeac073de73931,Granite Peak Prospects,United States,Idaho,POINT (-115.4479 47.01597),4232.0
https://minmod.isi.edu/resource/mineral_site5a177dff8273ad0ced3f366a0492e466fd5fe95cfa9e2e8692a4f902feb17740,Juniper Vein,United States,Oregon,POINT (-118.68077 44.54235),4233.0
https://minmod.isi.edu/resource/mineral_sitea076351de2cc0bf11d842585a9fa2a87ba00bf5f499f72b2be892ef56a5d2f84,Roberts Pgm,United States,Alaska,POINT (-154.44674 62.19366),4237.0
https://minmod.isi.edu/resource/mineral_site6ccb573b5e2d4c80cd7b67a2b0754addb541d8bdee2d9e0efe64d16277e74ee3,Perez Prospect,Guatemala,Chiquimula,POINT (-89.48117 14.79974),2993.0
https://minmod.isi.edu/resource/mineral_site6a8474c70738576af9ac0e679e29001a7d96d1cd33056f38f4580018cac54029,Mouat Nickel-Copper,United States,Montana,POINT (-109.89689 45.38022),4238.0
https://minmod.isi.edu/resource/mineral_site6684fe694709b8dce15d35b5e2ea0a991d27408c141f5f4f82241d1ed0cf55e6,Gasquet Laterite,United States,California,POINT (-123.9849 41.8817),4239.0
https://minmod.isi.edu/resource/mineral_sitec629afcbfe9d7d8cd4deab6e5a144c4de5f5f93ab0b25de8d403afc895a3761d,Prindle Claims,United States,Oregon,POINT (-118.64995 44.57925),2987.0
https://minmod.isi.edu/resource/mineral_site9af63e99f82808a2135562b6963f7ef216a3756fe6f7a9c9765c7232722d1444,Price-Rowland Prospect,United States,Alabama,POINT (-85.43162 34.02014),4262.0
https://minmod.isi.edu/resource/mineral_site7f24e52c425efc55fbd7df95c47722dbefbe9feceb2b5d356ec7616665782245,Pacajake Mine,Bolivia,Potosi,POINT (-66.86614 -18.59763),4242.0
https://minmod.isi.edu/resource/mineral_site4ace0c6ec0066937084018f4b97ae7ff29408be15fe523d2a2987fee46daf137,Mina Pabellon,Chile,Atacama,POINT (-70.24783 -27.65577),4243.0
https://minmod.isi.edu/resource/mineral_siteb464eafc7261a9a69e0daefea942910cbea0f68ba5dd95a781d97cde2edde716,Glade Mt. Mine,United States,Virginia,POINT (-81.34512 36.83477),2983.0
https://minmod.isi.edu/resource/mineral_site571f0dde332ac68869ed90e85d7e2d33ec7ae10e0c3e84b447a08279516ce0f3,Satellite,United States,Alaska,POINT (-148.53584 65.50777),4247.0
https://minmod.isi.edu/resource/mineral_site292922fef8b708f399d967a88b4fccab65cc9064e5345b22638bda57033a0ff3,East Fork Mine,United States,Tennessee,POINT (-83.38428 35.8282),4251.0
