ms_uri_1,ms_uri_2
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__7,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__7
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__35,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__35
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__266,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__266
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02ab6305cbf48d221723a3126bad13e554ce09c26f1cb7b5a812e42acaa3b68187,https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02ab6305cbf48d221723a3126bad13e554ce09c26f1cb7b5a812e42acaa3b68187
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00044,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00044
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__8,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__8
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__165,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__8
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__22,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__22
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1404,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1404
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__428,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1404
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1020,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1404
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00122,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00122
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__19,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__19
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__cr143,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__cr143
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2271,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2271
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__47,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__47
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1383,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1383
