ms_uri,source_id,record_id,site_name,country,state_or_province,location,crs,commodity,deposit_type,GroupID
https://minmod.isi.edu/resource/mineral_site89ab84d7df062f4e3231254b6d710683e5121170d950029dc6723d9afa53beb5,https://w3id.org/usgs/z/4530692/68WKV5VX,1,NI 43-101 Technical Report for the Maskwa Project in North America dated May 2008,Canada,Manitoba,POINT (-95.4410000000000025 50.4727999999999994),EPSG:4326,"","Anorthosite conduit nickel- copper-PGE,CHROMITE DEPOSITS,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Ophiolite nickel-copper-PGE,MAGMATIC NICKEL SULPHIDE DEPOSITS,Komatiite nickel-copper-PGE,NICKEL-COPPER-BEARING IRON FORMATION DEPOSITS",https://w3id.org/usgs/z/4530692/68WKV5VX0
